PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Percent_Below_Poverty_Line,Percent_Minority,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations
3480028,LCA CLEARVIEW FARM ESTATES DIV,Northampton,Ground water,170,6,1.813790279,0.277495765,Local government,67,Urban,1,0,1
3480029,AQUA PA WHITEHAVEN EVANWOOD,Northampton,Ground water,60,3,2.814012694,8.004715279,Private,21,Rural,4,0,4
3480030,AQUA PA WH CHRISTIAN SPRINGS,Northampton,Ground water,153,5,1.353488495,2.081474914,Private,52,Urban,5,0,5
3480032,WALNUTPORT AUTHORITY,Northampton,Groundwater under influence of surface water,3000,16,4.471339169,5.824432942,Local government,1001,Urban,82,0,82
3480035,RIVERSEDGE,Northampton,Ground water,75,7,5.493265344,3.768464517,Private,32,Rural,5,1,6
3480037,CEDAR GROVE MOBILE HOME PARK,Northampton,Ground water,65,3,5.18448394,0,Private,20,Rural,8,3,11
3480038,PAW BANGOR DISTRICT,Northampton,Surface water,9008,22,3.951256419,5.171623541,Private,3610,Urban,0,0,0
3480039,MILLERS EDGEWOOD MHP,Northampton,Ground water,78,3,3.851335461,8.13229836,Private,38,Urban,1,0,1
3480040,SCOTTYS MANUFACTURED HOMES,Northampton,Ground water,67,9,3.24921631,9.657863124,Private,52,Rural,3,1,4
3480041,KELLOWS MOBILE HOME PARK,Northampton,Ground water,30,3,3.091877204,3.90216524,Private,17,Urban,2,2,4
3480043,CROSSROADS MHP,Northampton,Ground water,30,3,1.796251513,0.834703201,Private,17,Urban,4,0,4
3480044,ROYAL OAKS MHP,Northampton,Ground water,85,6,2.046162739,3.096731327,Private,33,Urban,29,0,29
3480045,WHISPERING HOLLOW-SOUTH MHP,Northampton,Ground water,400,4,1.347079469,10.02654904,Private,136,Urban,3,0,3
3480046,CITY OF BETHLEHEM,Northampton,Surface water,115845,24,4.691686181,23.99416006,Local government,35574,Urban,8,0,8
3480049,E BANGOR MUN AUTHORITY,Northampton,Ground water,1200,6,2.44988354,9.419797173,Local government,492,Urban,1,0,1
3480050,EASTON AREA WATER SYSTEM,Northampton,Surface water,93400,8,3.171655781,21.05635887,Local government,31768,Urban,5,1,6
3480052,HELLERTOWN BOROUGH AUTHORITY,Northampton,Ground water,5800,19,4.938379724,9.495757758,Local government,2411,Urban,5,0,5
3480053,PAW BERRY HOLLOW,Northampton,Ground water,70,5,4.895905943,2.220083165,Private,28,Rural,1,2,3
3480054,GAP VIEW COMMUNITY MHP,Northampton,Ground water,50,4,4.775737623,14.31653207,Private,25,Rural,44,6,50
3480055,PAW BLUE MOUNTAIN DIVISION,Northampton,Surface water,23763,30,3.081503261,7.659413126,Private,9282,Urban,0,0,0
3480056,BETH COUNTRY SQUIRE ESTATES,Northampton,Ground water,87,6,2.689195017,3.867075334,Local government,32,Rural,1,0,1
3480057,NORTHAMPTON BORO MUNI AUTH,Northampton,Surface water,40000,18,2.783280675,12.31503167,Local government,14048,Urban,1,0,1
3480058,WHISPERING HOLLOW NORTH MHP,Northampton,Ground water,240,6,2.574857148,6.460857981,Private,79,Urban,3,0,3
3480059,PORTLAND BORO AUTHORITY,Northampton,Ground water,1100,10,3.39646568,23.77186904,Local government,410,Rural,2,1,3
3480063,WALNUTPORT MOBILE COURT,Northampton,Ground water,150,4,3.084117278,3.402449323,Private,99,Urban,5,0,5
3480066,BATH MUNICIPAL WATER WORKS,Northampton,Ground water,2680,14,5.547884772,12.98283674,Local government,1412,Urban,2,0,2
3480072,GAP VIEW MOBILE HOME PARK,Northampton,Ground water,72,5,2.197861188,8.928020472,Private,38,Rural,7,0,7
3480075,MOUNTAINVIEW MHP,Northampton,Ground water,335,4,2.051367491,6.65413209,Private,189,Urban,4,0,4
3480076,EVERGREEN VILLAGE MHP,Northampton,Ground water,316,6,4.25868971,13.70019361,Private,160,Rural,5,5,10
3480079,BETH WIL MAR MANOR,Northampton,Ground water,90,4,3.468562774,5.882731343,Local government,29,Rural,5,1,6
3480080,LEHIGH TWP MUNI AUTH,Northampton,Ground water,260,6,3.243464182,1.81757608,Local government,102,Urban,1,0,1
3480082,TUSCARORA VILLAGE,Northampton,Ground water,225,3,5.468770309,13.99307111,Private,70,Rural,2,0,2
3480089,HERITAGE VILLAGE MHP,Northampton,Ground water,400,5,3.123058929,5.944422847,Private,156,Urban,13,0,13
3480814,BETH 512 SYSTEM,Northampton,Ground water purchased,725,3,4.79445097,13.47067022,Local government,15,Urban,3,0,3
3540002,COUNTRY HILLS APTS,Schuylkill,Ground water,40,4,2.505077099,7.44218454,Private,26,Rural,3,0,3
3540003,GREEN VALLEY NURSING & REHAB,Schuylkill,Ground water,48,3,2.527604532,0,Private,1,Rural,2,0,2
3540011,MAHANOY TWP AUTH,Schuylkill,Surface water,7300,13,7.498913366,18.48898753,Local government,2963,Urban,1,0,1
3540012,TAMAQUA AREA WATER AUTHORITY,Schuylkill,Surface water,8000,6,4.895630644,0,Local government,3591,Rural,7,0,7
3540014,KLINE TOWNSHIP MUN AUTHORITY,Schuylkill,Ground water,6700,10,2.879327293,5.693201144,Private,2008,Urban,9,1,10
3540015,AUBURN MUNICIPAL AUTHORITY,Schuylkill,Surface water,920,4,2.459992033,7.948235303,Local government,327,Rural,1,0,1
3540017,BLYTHE TWP MUNICIPAL AUTHORITY,Schuylkill,Surface water,7100,10,2.979521154,0,Local government,2550,Rural,3,0,3
3540021,MOREA CITIZENS WATER COMPANY,Schuylkill,Ground water,225,5,4.430572735,24.27218892,Private,102,Urban,3,0,3
3540023,NUREMBURG WATER CO,Schuylkill,Ground water,340,7,4.410414325,5.231452112,Private,152,Rural,0,0,0
3540024,ORWIGSBURG MUNICIPAL WATER WKS,Schuylkill,Ground water,3000,6,2.789470406,7.068502721,Local government,1200,Urban,3,0,3
3540025,PORT CLINTON WATER COOP ASSOC,Schuylkill,Ground water,240,3,4.337764481,8.309172776,Private,62,Urban,5,2,7
3540026,MOUNTAIN WATER AUTHORITY,Schuylkill,Ground water,495,5,2.555901942,3.895935823,Local government,175,Rural,3,0,3
3540027,MARY D COMMUNITY ASSOCIATION,Schuylkill,Surface water,175,5,4.581710319,17.76012826,Private,150,Rural,14,1,15
3540030,ASHLAND AREA WATER AUTHORITY,Schuylkill,Surface water,4200,6,3.14046313,14.88698916,Local government,4659,Urban,6,0,6
3540032,PA AM WATER CO-FRACKVILLE DIST,Schuylkill,Ground water,5583,11,6.088108899,5.139517768,Private,2410,Urban,0,0,0
3540035,MINERSVILLE MUNICIPAL WATER AU,Schuylkill,Surface water,7275,5,6.45958685,3.641797656,Local government,3237,Rural,4,0,4
3540036,DEER LAKE CITIZENS ASSOC,Schuylkill,Ground water,380,8,2.582810257,6.515760112,Private,181,Urban,8,3,11
3540037,PINE GROVE BORO WATER SYSTEM,Schuylkill,Ground water,2862,15,4.341716566,7.622898773,Local government,1500,Urban,3,2,5
3540038,SCHUYLKILL CO MUN AUTH,Schuylkill,Surface water,31850,18,5.160200377,5.146867253,Local government,10473,Rural,4,0,4
3540039,RINGTOWN BORO WATER DEPARTMENT,Schuylkill,Ground water,823,6,2.646070727,0,Local government,365,Rural,1,0,1
3540040,MELANIE MANOR MOBILE HOME PARK,Schuylkill,Ground water,110,4,2.649506802,0,Private,48,Rural,50,1,51
3540041,SCHUYLKILL HAVEN BORO WATER,Schuylkill,Surface water,6000,8,4.720012764,2.74371241,Local government,2900,Urban,4,0,4
3540042,PINE TERRACE MOBILE HOME PARK,Schuylkill,Ground water,50,3,4.00626241,1.601784423,Private,24,Rural,25,0,25
3540043,FRIEDEN MANOR MHP,Schuylkill,Ground water,350,11,4.821936831,1.369655703,Private,181,Urban,23,1,24
3540044,SHENANDOAH MUN WATER AUTHORITY,Schuylkill,Surface water,9500,10,8.177994416,12.87283118,Local government,4442,Urban,5,8,13
3540045,TOWER CITY AUTHORITY,Schuylkill,Ground water,3150,12,2.616773598,4.630054303,Local government,1278,Rural,0,0,0
3540046,SCMA-TREMONT,Schuylkill,Ground water,2515,6,3.711696856,2.679266957,Local government,665,Rural,0,0,0
3540047,HEGINS HUBLEY AUTHORITY,Schuylkill,Ground water,3870,13,1.134510611,2.346013222,Local government,1320,Rural,1,1,2
3540049,PLUM CREEK MUNICIPAL AUTH,Schuylkill,Ground water,3100,15,3.139861009,2.588872425,Local government,1200,Urban,14,0,14
3540053,PAW WILDCAT PARK,Schuylkill,Ground water,63,4,5.468221332,3.543731926,Private,26,Rural,0,0,0
3540054,SCMA PINEBROOK,Schuylkill,Ground water,735,4,2.488766992,6.801099325,Private,170,Urban,0,0,0
3540058,RETREAT VILLAGE,Schuylkill,Ground water,80,3,2.06434852,0,Private,33,Rural,18,0,18
3540059,HAPPY VALLEY MOBILE HOME PARK,Schuylkill,Ground water,30,3,2.644405053,5.676063886,Private,17,Rural,0,0,0
3540061,THE PINES AT WEST PENN,Schuylkill,Ground water,416,4,1.972148834,0,Private,345,Rural,1,0,1
3540062,PINE GROVE TOWNSHIP AUTHORITY,Schuylkill,Ground water,260,6,4.079097052,0,Local government,130,Urban,44,1,45
3540069,AQUA PA THE PINES,Schuylkill,Ground water,65,4,2.679766108,6.893411007,Private,25,Urban,2,1,3
3540070,AQUA PA EAGLE ROCK UTILITIES,Schuylkill,Ground water,956,16,4.398123932,2.889062846,Private,956,Rural,3,0,3
3540071,AQUA PA ONEIDA,Schuylkill,Ground water,568,8,2.835719175,13.58052965,Private,181,Rural,2,0,2
3540072,LAUREL RIDGE,Schuylkill,Surface water purchased,105,2,5.543158827,5.894824132,Private,36,Urban,0,0,0
3540073,T&T MHP,Schuylkill,Ground water,40,6,4.019612053,5.550886862,Private,24,Rural,20,0,20
4050001,BLUE KNOB WATER CO,Bedford,Ground water,300,4,4.288071077,3.57024218,Private,255,Rural,6,0,6
4050002,BEDFORD BORO WATER AUTH,Bedford,Surface water,5127,6,5.337553127,4.203180397,Local government,1858,Urban,6,1,7
4050003,HYNDMAN BORO WATER DEPT,Bedford,Surface water,1005,4,2.577995114,1.94914955,Local government,406,Rural,0,0,0
4050004,BROOKWOOD COUNTRYSIDE,Bedford,Ground water,200,4,5.509120538,6.591713456,Private,48,Rural,8,2,10
4050005,COUNTRYSIDE ACRES LLC,Bedford,Ground water,50,5,4.167895314,4.707465463,Private,27,Rural,60,0,60
4050007,CRESTVIEW MHP,Bedford,Ground water,55,6,4.259627229,4.515504502,Private,23,Rural,18,0,18
4050008,BRUSH CREEK COUNTRY ESTATES,Bedford,Ground water,98,3,3.157992124,4.534343529,Private,38,Rural,33,0,33
4050009,HILLSIDE TERRACE MHP,Bedford,Ground water,240,4,5.272962373,6.023837402,Private,80,Rural,10,3,13
4050012,EVERETT BORO MUNI AUTH,Bedford,Ground water,2048,8,6.798167077,3.142397462,Local government,950,Urban,4,0,4
4050020,W STCLAIR PLEASANTVILLE MUNI,Bedford,Ground water,685,3,4.640471001,2.321019099,Local government,7,Rural,7,1,8
4050021,SAXTON MUNI WATER AUTH,Bedford,Surface water,1500,5,2.582835159,4.019254595,Local government,702,Rural,11,0,11
4050023,WOODBURY WATER AUTHORITY,Bedford,Ground water,295,11,2.361739325,2.869634496,Private,215,Rural,31,0,31
4050025,COALDALE SIX MILE RUN WATER,Bedford,Groundwater under influence of surface water,320,6,3.270202087,4.902545918,Local government,128,Rural,32,0,32
4050028,EVITTS CREEK WATER CO,Bedford,Surface water,100,3,4.619791718,15.2537613,Local government,46,Urban,32,0,32
4050029,FISHERTOWN WATER ASSN,Bedford,Ground water,800,6,4.759914358,3.426726108,Private,200,Rural,5,2,7
4050030,OSTERBURG WATER CO,Bedford,Ground water,250,3,3.475925782,5.245542108,Private,96,Rural,63,0,63
4050032,RAINSBURG BOROUGH WATER,Bedford,Ground water,225,7,1.448849575,2.407417278,Local government,67,Rural,78,0,78
4050033,NEW ENTERPRISE WATER ASSN,Bedford,Ground water,443,8,2.262907323,2.806915486,Private,180,Rural,3,1,4
4050034,SALEMVILLE WATER ASSN,Bedford,Ground water purchased,115,9,2.885778527,3.173020148,Private,50,Rural,1,0,1
4050035,WATERSIDE LOYSBURG WATER SUPPL,Bedford,Ground water,1700,10,2.246926747,2.542253818,Local government,170,Rural,10,0,10
4050036,ST CLAIRSVILLE WATER COMPANY,Bedford,Groundwater under influence of surface water,392,8,3.962305255,5.624007952,Private,114,Rural,15,0,15
4050037,BEDFORD TWP MUNI AUTH,Bedford,Ground water,1125,12,5.50298561,5.692570828,Local government,182,Rural,0,0,0
4050038,SNAKE SPRING TOWNSHIP MA,Bedford,Ground water,750,4,4.003590736,5.077652284,Local government,100,Rural,5,0,5
4070009,BELLWOOD BORO AUTH,Blair,Surface water purchased,3162,2,3.700865516,3.484355752,Local government,1270,Rural,6,0,6
4070011,BLAIR TWP WATER & SEWER AUTH,Blair,Surface water purchased,2550,2,3.042262403,5.932134462,Local government,800,Urban,0,0,0
4070012,DUNCANSVILLE MUNI WATER AUTH,Blair,Ground water,2350,3,4.874712069,1.367351796,Local government,720,Urban,0,0,0
4070013,DUNCANSVILLE MHP  LLC,Blair,Ground water,250,5,2.988564032,7.035882785,Private,95,Urban,3,0,3
4070016,BLAIR MHP,Blair,Ground water,185,4,5.880108221,4.922022593,Private,67,Urban,170,0,170
4070017,HOLLIDAYSBURG MUNI AUTH,Blair,Surface water purchased,8523,2,2.750795274,6.002529009,Local government,2673,Urban,1,1,2
4070019,ROARING SPRING MUNI WATER AUTH,Blair,Ground water,3182,3,4.714191296,3.105719492,Local government,1035,Urban,15,0,15
4070021,TYRONE BORO WATER AUTH,Blair,Surface water,6500,6,5.703530242,1.235956691,Local government,2450,Urban,4,0,4
4070022,WILLIAMSBURG MUNIC AUTH,Blair,Ground water,1800,5,3.961274445,0,Local government,912,Rural,29,1,30
4070023,ALTOONA WATER AUTHORITY,Blair,Surface water,62500,33,4.658655529,7.606024257,Local government,23034,Urban,45,1,46
4070025,BELLEMEAD CIVIC ASSN INC,Blair,Surface water,340,3,3.002784531,3.925345832,Private,125,Urban,6,0,6
4070026,HENRIETTA MUTUAL WATER ASSN,Blair,Ground water,165,4,2.463128903,2.756112699,Private,67,Rural,1,0,1
4070030,MARTINSBURG MUNI AUTH,Blair,Ground water,3160,8,3.614176168,2.685528172,Local government,1220,Urban,1,0,1
4070031,FREDERICKSBURG WATER ASSN,Blair,Ground water,300,6,2.560859831,2.199215999,Private,105,Rural,0,0,0
4070033,EAST SHARPSBURG WATER ASSN,Blair,Ground water,95,6,5.166468976,3.536977911,Private,47,Rural,0,0,0
4070034,FREEDOM TWP WATER & SEWER,Blair,Surface water purchased,1400,2,4.333107917,5.54207199,Local government,325,Urban,1,0,1
4070045,HILLCREST COMMUNITIES LP,Blair,Ground water,350,9,3.277986538,0,Private,98,Urban,133,0,133
4070047,SPROUL WATER ASSN,Blair,Ground water,180,3,4.57455801,1.357138978,Private,65,Urban,54,0,54
4070050,APPLE BLOSSOM LANE MHP,Blair,Ground water,31,3,4.904932964,4.781000029,Private,25,Urban,31,0,31
4070053,BELLMEAD TOWNHOUSES,Blair,Groundwater under influence of surface water,90,3,3.029319818,4.383239507,Private,58,Urban,8,9,17
4070054,AUTUMN EST,Blair,Ground water,35,3,2.884293232,7.031139744,Private,1,Rural,3,2,5
4070056,VAIL WATER ASSN,Blair,Ground water,98,3,2.068572327,0,Private,35,Rural,182,0,182
4070058,GREENFIELD TWP MUNI AUTH,Blair,Ground water,2500,4,4.976825202,1.655873912,Local government,750,Urban,7,2,9
4070060,BEL AIR PARK APTS,Blair,Ground water,44,4,3.296644659,0,Private,22,Urban,50,1,51
4070297,ORE HILL WATER ASSN,Blair,Ground water,80,3,4.927258612,2.291951791,Private,43,Rural,2,0,2
4070298,CURRYVILLE WATER AUTH,Blair,Ground water,85,4,3.133385006,2.824799486,Local government,34,Rural,87,1,88
4110001,TEAKETTLE RUN WATER AUTH,Cambria,Ground water,92,3,3.608138016,3.111342887,Local government,42,Rural,5,0,5
4110003,NORTHERN CAMBRIA MUNI WATER,Cambria,Ground water,4500,13,4.347953507,0,Local government,2253,Urban,0,0,0
4110004,CARROLLTOWN BORO MUNI AUTH,Cambria,Ground water,1049,11,2.870303663,0,Local government,597,Urban,2,0,2
4110005,KINGS II MOBILE HOME PARK,Cambria,Ground water,209,7,3.191187158,1.650445367,Private,69,Rural,193,0,193
4110006,CAMBRIA TWP WATER AUTH,Cambria,Surface water,1000,4,3.550391846,7.625451295,Local government,452,Rural,3,0,3
4110007,SANKERTOWN BORO WATER SYS,Cambria,Ground water purchased,675,2,3.409775496,20.34242121,Local government,311,Urban,0,0,0
4110009,EBENSBURG BORO MUNI AUTH,Cambria,Surface water,8500,9,3.668233268,5.135521711,Local government,2100,Rural,12,10,22
4110010,N E TRAILER COURT,Cambria,Ground water,81,4,3.079643532,7.509580008,Private,27,Rural,30,0,30
4110011,GALLITZIN BORO WATER AUTH,Cambria,Surface water,3130,10,3.784370148,14.94927162,Local government,933,Urban,0,0,0
4110013,HASTINGS MUNI AUTH,Cambria,Surface water,2100,8,1.576840443,0,Local government,704,Urban,3,0,3
4110017,HIGHLAND S & W AUTH BEAVERDAM,Cambria,Surface water,24310,14,5.15911376,1.977365546,Local government,9704,Rural,1,0,1
4110020,MARSTELLER COMM WATER AUTH,Cambria,Groundwater under influence of surface water,75,4,2.730513323,3.553963648,Local government,56,Rural,110,7,117
4110021,JACKSON TWP WATER AUTH,Cambria,Surface water purchased,3198,5,4.061644924,0.653838374,Local government,1450,Rural,8,11,19
4110023,NANTY GLO WATER AUTH,Cambria,Surface water,4076,4,5.136435832,3.664353661,Local government,1630,Urban,18,9,27
4110024,PATTON BORO WATER DEPT,Cambria,Surface water,2290,7,2.093962043,1.800382826,Local government,891,Urban,24,10,34
4110026,TRI TWP WATER AUTH,Cambria,Surface water purchased,1227,2,7.093283143,0.809291192,Local government,270,Rural,2,0,2
4110027,PORTAGE BORO MUNI AUTH,Cambria,Surface water,7600,9,5.226677462,2.159593043,Local government,2625,Rural,3,0,3
4110030,CRESSON BORO WATER SYS,Cambria,Ground water purchased,1631,2,3.654819261,19.39961251,Local government,835,Urban,4,0,4
4110033,ADAMS TWP WATER AUTH,Cambria,Surface water purchased,2000,6,5.584986926,3.326607501,Local government,632,Rural,2,0,2
4110034,GREATER JOHNSTOWN WA RIVERSIDE,Cambria,Surface water,49500,8,4.955630431,11.45221458,Local government,21569,Rural,6,0,6
4110038,CRESSON TWP MUNI AUTH,Cambria,Ground water,2500,8,3.815515934,17.71060359,Local government,655,Urban,1,0,1
4110041,SOUTHWESTERN CAMBRIA CNTY AUTH,Cambria,Surface water purchased,4400,4,4.748182978,4.25511049,Local government,1400,Rural,4,0,4
4110042,DEAN TWP WATER SYSTEM,Cambria,Ground water,216,3,3.142251468,3.787415409,Local government,76,Rural,1,0,1
4110043,EAST TAYLOR MUNI AUTH,Cambria,Surface water purchased,3152,4,2.241115687,0,Local government,1080,Rural,6,7,13
4110046,LILLY MUNI WATER WORKS,Cambria,Surface water purchased,1388,6,2.856287744,1.742607263,Local government,627,Urban,21,0,21
4110058,WEST CARROLL W AUTH BAKERTON,Cambria,Surface water,670,5,2.804101757,0,Local government,280,Rural,23,0,23
4110060,GLENDALE VALLEY MUNICIPAL AUTH,Cambria,Ground water purchased,3200,14,3.396033231,0,Private,803,Rural,5,0,5
4110061,W CARROLL TWP W AUTH ST BENED,Cambria,Surface water,488,9,2.502249754,0,Local government,108,Rural,15,0,15
4110067,FEDERAL CORR INSTITUTE LORETTO,Cambria,Ground water,1500,4,2.604190657,21.99449439,Federal government,6,Urban,3,0,3
4110077,BLACKLICK VALLEY MUNI AUTH,Cambria,Surface water purchased,1650,10,5.331370934,2.605731458,Local government,780,Rural,2,3,5
4110297,READE TWP MUNI AUTH,Cambria,Ground water,1746,5,4.126210736,4.852882713,Local government,563,Rural,18,2,20
4110299,CROYLE TWP WATER AUTH,Cambria,Surface water purchased,950,7,2.402551627,2.532413356,Private,365,Rural,1,0,1
4110800,SAINT FRANCIS UNIVERSITY,Cambria,Ground water,2072,5,2.584237872,22.78863831,Public/Private,37,Rural,1,0,1
4140014,MOUNT EAGLE WATER ASSOC,Centre,Ground water,130,4,2.389541565,4.746839401,Private,41,Rural,13,0,13
4140043,MARTHA FURNACE MOBILEHOME PARK,Centre,Ground water,100,5,1.316422048,4.157981654,Private,48,Rural,71,0,71
4140046,BLACK HAWK MOBILE HOME PARK,Centre,Ground water,118,6,3.871409581,9.829366782,Private,53,Rural,0,0,0
4140048,LONGVIEW MOBILE HOME PARK,Centre,Ground water,57,4,3.891462845,0.437084124,Private,30,Rural,23,0,23
4140057,NITTANY GROVE MOBILE HOME PARK,Centre,Ground water,45,3,4.985746348,15.7351631,Private,22,Rural,1,0,1
4140075,BELLEFONTE BOROUGH WATER AUTH,Centre,Ground water,9500,5,4.525809484,5.528222651,Local government,3203,Urban,8,0,8
4140077,CENTRE HALL BORO WATER DEPT,Centre,Ground water,1900,11,2.573096737,2.726150715,Local government,788,Rural,12,0,12
4140078,PENN TWP WATER DIST,Centre,Ground water,300,5,4.586674463,5.213141625,Local government,93,Rural,2,0,2
4140079,UNIONVILLE MUNICIPAL WATERWKS,Centre,Ground water,290,8,0,0,Local government,145,Rural,1,0,1
4140080,BOROUGH OF HOWARD,Centre,Ground water,1001,13,0.763713519,2.634937871,Local government,409,Rural,5,0,5
4140081,PAW NITTANY,Centre,Ground water,1600,4,2.776690441,1.670471058,Private,543,Rural,0,0,0
4140082,COLLEGE TWP. WATER AUTHORITY,Centre,Ground water,6000,12,0,1.119537086,Local government,2732,Rural,2,0,2
4140083,MILESBURG BOROUGH WATER AUTH,Centre,Ground water,2750,9,5.404640456,0,Local government,868,Urban,0,0,0
4140084,MILLHEIM BOROUGH WATER COMPANY,Centre,Surface water,902,4,4.429092984,5.507352562,Local government,389,Rural,38,1,39
4140085,ROCK SPRING WATER CO,Centre,Ground water,1000,5,2.86795842,15.85508477,Private,451,Rural,3,0,3
4140087,PAW PHILIPSBURG,Centre,Surface water,20095,19,4.6426299,6.406730665,Private,7600,Rural,0,0,0
4140088,PORT MATILDA WATERWORKS,Centre,Ground water,615,5,0.41397358,0,Local government,251,Rural,49,0,49
4140089,MILES TWP WATER AUTH EAST,Centre,Surface water,425,6,4.038636585,3.432558755,Local government,216,Rural,6,0,6
4140090,MOUNTAINTOP REGIONAL WA,Centre,Ground water,2950,8,2.796390209,0.730922911,Local government,1300,Rural,7,1,8
4140092,EMPIRE MOBILE HOME PARK,Centre,Ground water,75,4,2.192554543,6.706099564,Private,38,Rural,42,0,42
4140094,HAINES WOODWARD MUNICIPAL AUTH,Centre,Ground water,140,5,4.106605627,4.747830463,Local government,77,Rural,8,0,8
4140095,PENN STATE UNIV.,Centre,Ground water,37000,20,14.5007473,24.03838221,State government,437,Rural,8,0,8
4140096,STATE COLLEGE BORO WATER AUTH.,Centre,Surface water,72000,34,5.255169688,18.06404417,Local government,14184,Rural,0,0,0
4140098,ROCKVIEW,Centre,Surface water,5200,6,80.18604748,65.01425584,State government,27,Urban,6,1,7
