PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Percent_Minority,Percent_Below_Poverty_Line,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations
3480063,WALNUTPORT MOBILE COURT,Northampton,Ground water,150,4,21.1,9.4,Private,99,Urban,5,0,5
3480066,BATH MUNICIPAL WATER WORKS,Northampton,Ground water,2680,14,21.1,9.4,Local government,1412,Urban,2,0,2
3480072,GAP VIEW MOBILE HOME PARK,Northampton,Ground water,72,5,21.1,9.4,Private,38,Urban,7,0,7
3480075,MOUNTAINVIEW MHP,Northampton,Ground water,335,4,21.1,9.4,Private,189,Urban,4,0,4
3480076,EVERGREEN VILLAGE MHP,Northampton,Ground water,316,6,21.1,9.4,Private,160,Urban,5,5,10
3480079,BETH WIL MAR MANOR,Northampton,Ground water,90,4,21.1,9.4,Local government,29,Urban,5,1,6
3480080,LEHIGH TWP MUNI AUTH,Northampton,Ground water,260,6,21.1,9.4,Local government,102,Urban,1,0,1
3480082,TUSCARORA VILLAGE,Northampton,Ground water,225,3,21.1,9.4,Private,70,Urban,2,0,2
3480089,HERITAGE VILLAGE MHP,Northampton,Ground water,400,5,21.1,9.4,Private,156,Urban,13,0,13
3480814,BETH 512 SYSTEM,Northampton,Ground water purchased,725,3,21.1,9.4,Local government,15,Urban,3,0,3
3540002,COUNTRY HILLS APTS,Schuylkill,Ground water,40,4,7.8,13.1,Private,26,Urban,3,0,3
3540003,GREEN VALLEY NURSING & REHAB,Schuylkill,Ground water,48,3,7.8,13.1,Private,1,Urban,2,0,2
3540011,MAHANOY TWP AUTH,Schuylkill,Surface water,7300,13,7.8,13.1,Local government,2963,Urban,1,0,1
3540012,TAMAQUA AREA WATER AUTHORITY,Schuylkill,Surface water,8000,6,7.8,13.1,Local government,3591,Urban,7,0,7
3540014,KLINE TOWNSHIP MUN AUTHORITY,Schuylkill,Ground water,6700,10,7.8,13.1,Private,2008,Urban,9,1,10
3540015,AUBURN MUNICIPAL AUTHORITY,Schuylkill,Surface water,920,4,7.8,13.1,Local government,327,Urban,1,0,1
3540017,BLYTHE TWP MUNICIPAL AUTHORITY,Schuylkill,Surface water,7100,10,7.8,13.1,Local government,2550,Urban,3,0,3
3540021,MOREA CITIZENS WATER COMPANY,Schuylkill,Ground water,225,5,7.8,13.1,Private,102,Urban,3,0,3
3540023,NUREMBURG WATER CO,Schuylkill,Ground water,340,7,7.8,13.1,Private,152,Urban,0,0,0
3540024,ORWIGSBURG MUNICIPAL WATER WKS,Schuylkill,Ground water,3000,6,7.8,13.1,Local government,1200,Urban,3,0,3
3540025,PORT CLINTON WATER COOP ASSOC,Schuylkill,Ground water,240,3,7.8,13.1,Private,62,Urban,5,2,7
3540026,MOUNTAIN WATER AUTHORITY,Schuylkill,Ground water,495,5,7.8,13.1,Local government,175,Urban,3,0,3
3540027,MARY D COMMUNITY ASSOCIATION,Schuylkill,Surface water,175,5,7.8,13.1,Private,150,Urban,14,1,15
3540030,ASHLAND AREA WATER AUTHORITY,Schuylkill,Surface water,4200,6,7.8,13.1,Local government,4659,Urban,6,0,6
3540032,PA AM WATER CO-FRACKVILLE DIST,Schuylkill,Ground water,5583,11,7.8,13.1,Private,2410,Urban,0,0,0
3540035,MINERSVILLE MUNICIPAL WATER AU,Schuylkill,Surface water,7275,5,7.8,13.1,Local government,3237,Urban,4,0,4
3540036,DEER LAKE CITIZENS ASSOC,Schuylkill,Ground water,380,8,7.8,13.1,Private,181,Urban,8,3,11
3540037,PINE GROVE BORO WATER SYSTEM,Schuylkill,Ground water,2862,15,7.8,13.1,Local government,1500,Urban,3,2,5
3540038,SCHUYLKILL CO MUN AUTH,Schuylkill,Surface water,31850,18,7.8,13.1,Local government,10473,Urban,4,0,4
3540039,RINGTOWN BORO WATER DEPARTMENT,Schuylkill,Ground water,823,6,7.8,13.1,Local government,365,Urban,1,0,1
3540040,MELANIE MANOR MOBILE HOME PARK,Schuylkill,Ground water,110,4,7.8,13.1,Private,48,Urban,50,1,51
3540041,SCHUYLKILL HAVEN BORO WATER,Schuylkill,Surface water,6000,8,7.8,13.1,Local government,2900,Urban,4,0,4
3540042,PINE TERRACE MOBILE HOME PARK,Schuylkill,Ground water,50,3,7.8,13.1,Private,24,Urban,25,0,25
3540043,FRIEDEN MANOR MHP,Schuylkill,Ground water,350,11,7.8,13.1,Private,181,Urban,23,1,24
3540044,SHENANDOAH MUN WATER AUTHORITY,Schuylkill,Surface water,9500,10,7.8,13.1,Local government,4442,Urban,5,8,13
3540045,TOWER CITY AUTHORITY,Schuylkill,Ground water,3150,12,7.8,13.1,Local government,1278,Urban,0,0,0
3540046,SCMA-TREMONT,Schuylkill,Ground water,2515,6,7.8,13.1,Local government,665,Urban,0,0,0
3540047,HEGINS HUBLEY AUTHORITY,Schuylkill,Ground water,3870,13,7.8,13.1,Local government,1320,Urban,1,1,2
3540049,PLUM CREEK MUNICIPAL AUTH,Schuylkill,Ground water,3100,15,7.8,13.1,Local government,1200,Urban,14,0,14
3540053,PAW WILDCAT PARK,Schuylkill,Ground water,63,4,7.8,13.1,Private,26,Urban,0,0,0
3540054,SCMA PINEBROOK,Schuylkill,Ground water,735,4,7.8,13.1,Private,170,Urban,0,0,0
3540058,RETREAT VILLAGE,Schuylkill,Ground water,80,3,7.8,13.1,Private,33,Urban,18,0,18
3540059,HAPPY VALLEY MOBILE HOME PARK,Schuylkill,Ground water,30,3,7.8,13.1,Private,17,Urban,0,0,0
3540061,THE PINES AT WEST PENN,Schuylkill,Ground water,416,4,7.8,13.1,Private,345,Urban,1,0,1
3540062,PINE GROVE TOWNSHIP AUTHORITY,Schuylkill,Ground water,260,6,7.8,13.1,Local government,130,Urban,44,1,45
3540069,AQUA PA THE PINES,Schuylkill,Ground water,65,4,7.8,13.1,Private,25,Urban,2,1,3
3540070,AQUA PA EAGLE ROCK UTILITIES,Schuylkill,Ground water,956,16,7.8,13.1,Private,956,Urban,3,0,3
3540071,AQUA PA ONEIDA,Schuylkill,Ground water,568,8,7.8,13.1,Private,181,Urban,2,0,2
3540072,LAUREL RIDGE,Schuylkill,Surface water purchased,105,2,7.8,13.1,Private,36,Urban,0,0,0
3540073,T&T MHP,Schuylkill,Ground water,40,6,7.8,13.1,Private,24,Urban,20,0,20
4050001,BLUE KNOB WATER CO,Bedford,Ground water,300,4,2.9,13.8,Private,255,Rural,6,0,6
4050002,BEDFORD BORO WATER AUTH,Bedford,Surface water,5127,6,2.9,13.8,Local government,1858,Rural,6,1,7
4050003,HYNDMAN BORO WATER DEPT,Bedford,Surface water,1005,4,2.9,13.8,Local government,406,Rural,0,0,0
4050004,BROOKWOOD COUNTRYSIDE,Bedford,Ground water,200,4,2.9,13.8,Private,48,Rural,8,2,10
4050005,COUNTRYSIDE ACRES LLC,Bedford,Ground water,50,5,2.9,13.8,Private,27,Rural,60,0,60
4050007,CRESTVIEW MHP,Bedford,Ground water,55,6,2.9,13.8,Private,23,Rural,18,0,18
4050008,BRUSH CREEK COUNTRY ESTATES,Bedford,Ground water,98,3,2.9,13.8,Private,38,Rural,33,0,33
4050009,HILLSIDE TERRACE MHP,Bedford,Ground water,240,4,2.9,13.8,Private,80,Rural,10,3,13
4050012,EVERETT BORO MUNI AUTH,Bedford,Ground water,2048,8,2.9,13.8,Local government,950,Rural,4,0,4
4050020,W STCLAIR PLEASANTVILLE MUNI,Bedford,Ground water,685,3,2.9,13.8,Local government,7,Rural,7,1,8
4050021,SAXTON MUNI WATER AUTH,Bedford,Surface water,1500,5,2.9,13.8,Local government,702,Rural,11,0,11
4050023,WOODBURY WATER AUTHORITY,Bedford,Ground water,295,11,2.9,13.8,Private,215,Rural,31,0,31
4050025,COALDALE SIX MILE RUN WATER,Bedford,Groundwater under influence of surface water,320,6,2.9,13.8,Local government,128,Rural,32,0,32
4050028,EVITTS CREEK WATER CO,Bedford,Surface water,100,3,2.9,13.8,Local government,46,Rural,32,0,32
4050029,FISHERTOWN WATER ASSN,Bedford,Ground water,800,6,2.9,13.8,Private,200,Rural,5,2,7
4050030,OSTERBURG WATER CO,Bedford,Ground water,250,3,2.9,13.8,Private,96,Rural,63,0,63
4050032,RAINSBURG BOROUGH WATER,Bedford,Ground water,225,7,2.9,13.8,Local government,67,Rural,78,0,78
4050033,NEW ENTERPRISE WATER ASSN,Bedford,Ground water,443,8,2.9,13.8,Private,180,Rural,3,1,4
4050034,SALEMVILLE WATER ASSN,Bedford,Ground water purchased,115,9,2.9,13.8,Private,50,Rural,1,0,1
4050035,WATERSIDE LOYSBURG WATER SUPPL,Bedford,Ground water,1700,10,2.9,13.8,Local government,170,Rural,10,0,10
4050036,ST CLAIRSVILLE WATER COMPANY,Bedford,Groundwater under influence of surface water,392,8,2.9,13.8,Private,114,Rural,15,0,15
4050037,BEDFORD TWP MUNI AUTH,Bedford,Ground water,1125,12,2.9,13.8,Local government,182,Rural,0,0,0
4050038,SNAKE SPRING TOWNSHIP MA,Bedford,Ground water,750,4,2.9,13.8,Local government,100,Rural,5,0,5
4070009,BELLWOOD BORO AUTH,Blair,Surface water purchased,3162,2,4.9,15,Local government,1270,Urban,6,0,6
4070011,BLAIR TWP WATER & SEWER AUTH,Blair,Surface water purchased,2550,2,4.9,15,Local government,800,Urban,0,0,0
4070012,DUNCANSVILLE MUNI WATER AUTH,Blair,Ground water,2350,3,4.9,15,Local government,720,Urban,0,0,0
4070013,DUNCANSVILLE MHP  LLC,Blair,Ground water,250,5,4.9,15,Private,95,Urban,3,0,3
4070016,BLAIR MHP,Blair,Ground water,185,4,4.9,15,Private,67,Urban,170,0,170
4070017,HOLLIDAYSBURG MUNI AUTH,Blair,Surface water purchased,8523,2,4.9,15,Local government,2673,Urban,1,1,2
4070019,ROARING SPRING MUNI WATER AUTH,Blair,Ground water,3182,3,4.9,15,Local government,1035,Urban,15,0,15
4070021,TYRONE BORO WATER AUTH,Blair,Surface water,6500,6,4.9,15,Local government,2450,Urban,4,0,4
4070022,WILLIAMSBURG MUNIC AUTH,Blair,Ground water,1800,5,4.9,15,Local government,912,Urban,29,1,30
4070023,ALTOONA WATER AUTHORITY,Blair,Surface water,62500,33,4.9,15,Local government,23034,Urban,45,1,46
4070025,BELLEMEAD CIVIC ASSN INC,Blair,Surface water,340,3,4.9,15,Private,125,Urban,6,0,6
4070026,HENRIETTA MUTUAL WATER ASSN,Blair,Ground water,165,4,4.9,15,Private,67,Urban,1,0,1
4070030,MARTINSBURG MUNI AUTH,Blair,Ground water,3160,8,4.9,15,Local government,1220,Urban,1,0,1
4070031,FREDERICKSBURG WATER ASSN,Blair,Ground water,300,6,4.9,15,Private,105,Urban,0,0,0
4070033,EAST SHARPSBURG WATER ASSN,Blair,Ground water,95,6,4.9,15,Private,47,Urban,0,0,0
4070034,FREEDOM TWP WATER & SEWER,Blair,Surface water purchased,1400,2,4.9,15,Local government,325,Urban,1,0,1
4070045,HILLCREST COMMUNITIES LP,Blair,Ground water,350,9,4.9,15,Private,98,Urban,133,0,133
4070047,SPROUL WATER ASSN,Blair,Ground water,180,3,4.9,15,Private,65,Urban,54,0,54
4070050,APPLE BLOSSOM LANE MHP,Blair,Ground water,31,3,4.9,15,Private,25,Urban,31,0,31
4070053,BELLMEAD TOWNHOUSES,Blair,Groundwater under influence of surface water,90,3,4.9,15,Private,58,Urban,8,9,17
4070054,AUTUMN EST,Blair,Ground water,35,3,4.9,15,Private,1,Urban,3,2,5
4070056,VAIL WATER ASSN,Blair,Ground water,98,3,4.9,15,Private,35,Urban,182,0,182
4070058,GREENFIELD TWP MUNI AUTH,Blair,Ground water,2500,4,4.9,15,Local government,750,Urban,7,2,9
4070060,BEL AIR PARK APTS,Blair,Ground water,44,4,4.9,15,Private,22,Urban,50,1,51
4070297,ORE HILL WATER ASSN,Blair,Ground water,80,3,4.9,15,Private,43,Urban,2,0,2
4070298,CURRYVILLE WATER AUTH,Blair,Ground water,85,4,4.9,15,Local government,34,Urban,87,1,88
4110001,TEAKETTLE RUN WATER AUTH,Cambria,Ground water,92,3,7,15.2,Local government,42,Urban,5,0,5
4110003,NORTHERN CAMBRIA MUNI WATER,Cambria,Ground water,4500,13,7,15.2,Local government,2253,Urban,0,0,0
4110004,CARROLLTOWN BORO MUNI AUTH,Cambria,Ground water,1049,11,7,15.2,Local government,597,Urban,2,0,2
4110005,KINGS II MOBILE HOME PARK,Cambria,Ground water,209,7,7,15.2,Private,69,Urban,193,0,193
4110006,CAMBRIA TWP WATER AUTH,Cambria,Surface water,1000,4,7,15.2,Local government,452,Urban,3,0,3
4110007,SANKERTOWN BORO WATER SYS,Cambria,Ground water purchased,675,2,7,15.2,Local government,311,Urban,0,0,0
4110009,EBENSBURG BORO MUNI AUTH,Cambria,Surface water,8500,9,7,15.2,Local government,2100,Urban,12,10,22
4110010,N E TRAILER COURT,Cambria,Ground water,81,4,7,15.2,Private,27,Urban,30,0,30
4110011,GALLITZIN BORO WATER AUTH,Cambria,Surface water,3130,10,7,15.2,Local government,933,Urban,0,0,0
4110013,HASTINGS MUNI AUTH,Cambria,Surface water,2100,8,7,15.2,Local government,704,Urban,3,0,3
4110017,HIGHLAND S & W AUTH BEAVERDAM,Cambria,Surface water,24310,14,7,15.2,Local government,9704,Urban,1,0,1
4110020,MARSTELLER COMM WATER AUTH,Cambria,Groundwater under influence of surface water,75,4,7,15.2,Local government,56,Urban,110,7,117
4110021,JACKSON TWP WATER AUTH,Cambria,Surface water purchased,3198,5,7,15.2,Local government,1450,Urban,8,11,19
4110023,NANTY GLO WATER AUTH,Cambria,Surface water,4076,4,7,15.2,Local government,1630,Urban,18,9,27
4110024,PATTON BORO WATER DEPT,Cambria,Surface water,2290,7,7,15.2,Local government,891,Urban,24,10,34
4110026,TRI TWP WATER AUTH,Cambria,Surface water purchased,1227,2,7,15.2,Local government,270,Urban,2,0,2
4110027,PORTAGE BORO MUNI AUTH,Cambria,Surface water,7600,9,7,15.2,Local government,2625,Urban,3,0,3
4110030,CRESSON BORO WATER SYS,Cambria,Ground water purchased,1631,2,7,15.2,Local government,835,Urban,4,0,4
4110033,ADAMS TWP WATER AUTH,Cambria,Surface water purchased,2000,6,7,15.2,Local government,632,Urban,2,0,2
4110034,GREATER JOHNSTOWN WA RIVERSIDE,Cambria,Surface water,49500,8,7,15.2,Local government,21569,Urban,6,0,6
4110038,CRESSON TWP MUNI AUTH,Cambria,Ground water,2500,8,7,15.2,Local government,655,Urban,1,0,1
4110041,SOUTHWESTERN CAMBRIA CNTY AUTH,Cambria,Surface water purchased,4400,4,7,15.2,Local government,1400,Urban,4,0,4
4110042,DEAN TWP WATER SYSTEM,Cambria,Ground water,216,3,7,15.2,Local government,76,Urban,1,0,1
4110043,EAST TAYLOR MUNI AUTH,Cambria,Surface water purchased,3152,4,7,15.2,Local government,1080,Urban,6,7,13
4110046,LILLY MUNI WATER WORKS,Cambria,Surface water purchased,1388,6,7,15.2,Local government,627,Urban,21,0,21
4110058,WEST CARROLL W AUTH BAKERTON,Cambria,Surface water,670,5,7,15.2,Local government,280,Urban,23,0,23
4110060,GLENDALE VALLEY MUNICIPAL AUTH,Cambria,Ground water purchased,3200,14,7,15.2,Private,803,Urban,5,0,5
4110061,W CARROLL TWP W AUTH ST BENED,Cambria,Surface water,488,9,7,15.2,Local government,108,Urban,15,0,15
4110067,FEDERAL CORR INSTITUTE LORETTO,Cambria,Ground water,1500,4,7,15.2,Federal government,6,Urban,3,0,3
4110077,BLACKLICK VALLEY MUNI AUTH,Cambria,Surface water purchased,1650,10,7,15.2,Local government,780,Urban,2,3,5
4110297,READE TWP MUNI AUTH,Cambria,Ground water,1746,5,7,15.2,Local government,563,Urban,18,2,20
4110299,CROYLE TWP WATER AUTH,Cambria,Surface water purchased,950,7,7,15.2,Private,365,Urban,1,0,1
4110800,SAINT FRANCIS UNIVERSITY,Cambria,Ground water,2072,5,7,15.2,Public/Private,37,Urban,1,0,1
4140014,MOUNT EAGLE WATER ASSOC,Centre,Ground water,130,4,13.4,19.3,Private,41,Urban,13,0,13
4140043,MARTHA FURNACE MOBILEHOME PARK,Centre,Ground water,100,5,13.4,19.3,Private,48,Urban,71,0,71
4140046,BLACK HAWK MOBILE HOME PARK,Centre,Ground water,118,6,13.4,19.3,Private,53,Urban,0,0,0
4140048,LONGVIEW MOBILE HOME PARK,Centre,Ground water,57,4,13.4,19.3,Private,30,Urban,23,0,23
4140057,NITTANY GROVE MOBILE HOME PARK,Centre,Ground water,45,3,13.4,19.3,Private,22,Urban,1,0,1
4140075,BELLEFONTE BOROUGH WATER AUTH,Centre,Ground water,9500,5,13.4,19.3,Local government,3203,Urban,8,0,8
4140077,CENTRE HALL BORO WATER DEPT,Centre,Ground water,1900,11,13.4,19.3,Local government,788,Urban,12,0,12
4140078,PENN TWP WATER DIST,Centre,Ground water,300,5,13.4,19.3,Local government,93,Urban,2,0,2
4140079,UNIONVILLE MUNICIPAL WATERWKS,Centre,Ground water,290,8,13.4,19.3,Local government,145,Urban,1,0,1
4140080,BOROUGH OF HOWARD,Centre,Ground water,1001,13,13.4,19.3,Local government,409,Urban,5,0,5
4140081,PAW NITTANY,Centre,Ground water,1600,4,13.4,19.3,Private,543,Urban,0,0,0
4140082,COLLEGE TWP. WATER AUTHORITY,Centre,Ground water,6000,12,13.4,19.3,Local government,2732,Urban,2,0,2
4140083,MILESBURG BOROUGH WATER AUTH,Centre,Ground water,2750,9,13.4,19.3,Local government,868,Urban,0,0,0
4140084,MILLHEIM BOROUGH WATER COMPANY,Centre,Surface water,902,4,13.4,19.3,Local government,389,Urban,38,1,39
4140085,ROCK SPRING WATER CO,Centre,Ground water,1000,5,13.4,19.3,Private,451,Urban,3,0,3
4140087,PAW PHILIPSBURG,Centre,Surface water,20095,19,13.4,19.3,Private,7600,Urban,0,0,0
4140088,PORT MATILDA WATERWORKS,Centre,Ground water,615,5,13.4,19.3,Local government,251,Urban,49,0,49
4140089,MILES TWP WATER AUTH EAST,Centre,Surface water,425,6,13.4,19.3,Local government,216,Urban,6,0,6
4140090,MOUNTAINTOP REGIONAL WA,Centre,Ground water,2950,8,13.4,19.3,Local government,1300,Urban,7,1,8
4140092,EMPIRE MOBILE HOME PARK,Centre,Ground water,75,4,13.4,19.3,Private,38,Urban,42,0,42
4140094,HAINES WOODWARD MUNICIPAL AUTH,Centre,Ground water,140,5,13.4,19.3,Local government,77,Urban,8,0,8
4140095,PENN STATE UNIV.,Centre,Ground water,37000,20,13.4,19.3,State government,437,Urban,8,0,8
4140096,STATE COLLEGE BORO WATER AUTH.,Centre,Surface water,72000,34,13.4,19.3,Local government,14184,Urban,0,0,0
4140098,ROCKVIEW,Centre,Surface water,5200,6,13.4,19.3,State government,27,Urban,6,1,7
4140101,PAW BOGGS,Centre,Groundwater under influence of surface water,80,5,13.4,19.3,Private,21,Urban,0,0,0
4140104,ORVISTON WATER ASSOC INC,Centre,Ground water,60,5,13.4,19.3,Private,56,Urban,10,0,10
4140107,GREGG TOWNSHIP WATER AUTHORITY,Centre,Groundwater under influence of surface water,670,5,13.4,19.3,Local government,158,Urban,16,0,16
4140108,HAINES AARONSBURG MUN AUTH,Centre,Groundwater under influence of surface water,550,12,13.4,19.3,Private,244,Urban,4,0,4
4140109,UPPER HALFMOON WATER,Centre,Ground water,1500,14,13.4,19.3,Private,600,Urban,4,0,4
4140110,MONUMENT WATER ASSOC,Centre,Ground water,140,5,13.4,19.3,Private,54,Urban,15,0,15
4140111,MADISONBURG WATER WORKS,Centre,Groundwater under influence of surface water,250,7,13.4,19.3,Public/Private,100,Urban,4,0,4
4140118,SPRING TWP WATER AUTHORITY,Centre,Ground water,3300,5,13.4,19.3,Local government,1448,Urban,10,0,10
4140119,OAK RIDGE AUTHORITY,Centre,Ground water,700,3,13.4,19.3,Local government,283,Urban,7,0,7
4140120,WALKER TWP WATER ASSOC,Centre,Ground water,3250,9,13.4,19.3,Private,1493,Urban,1,0,1
4140123,HALFMOON WATER ASSOCIATION,Centre,Ground water,300,3,13.4,19.3,Private,75,Urban,4,0,4
4140124,RIDGE CREST COMMUNITY,Centre,Ground water,300,4,13.4,19.3,Private,105,Urban,2,0,2
4140125,COUNTRY CLUB PARK,Centre,Ground water,81,5,13.4,19.3,Local government,28,Urban,12,3,15
4140127,SALEM HILL HAVEN HOME,Centre,Ground water,32,3,13.4,19.3,Public/Private,1,Urban,4,0,4
4140129,EAGLE CREEK,Centre,Ground water,60,3,13.4,19.3,Private,25,Urban,16,0,16
4180035,BEECH CREEK BOROUGH AUTHORITY,Clinton,Ground water,1800,4,4.6,16.4,Local government,680,Urban,1,0,1
4180048,CITY OF LOCK HAVEN WATER DEPT,Clinton,Surface water,9890,7,4.6,16.4,Local government,3200,Urban,3,1,4
4180049,SUBURBAN LOCK HAVEN WATER AUTH,Clinton,Surface water purchased,9700,11,4.6,16.4,Local government,3172,Urban,39,1,40
4180050,EASTVILLE WATER ASSOCIATION,Clinton,Ground water,75,4,4.6,16.4,Private,23,Urban,96,0,96
4180051,GREENBURR WATER ASSOCIATION,Clinton,Ground water,115,4,4.6,16.4,Private,42,Urban,214,1,215
4180052,LOGANTON BORO WATER SYSTEM,Clinton,Ground water,402,10,4.6,16.4,Local government,192,Urban,25,0,25
4180055,PORTER TOWNSHIP MUNICIPAL AUTH,Clinton,Surface water,425,5,4.6,16.4,Local government,133,Urban,62,0,62
4180058,RENOVO BOROUGH WATER AUTHORITY,Clinton,Surface water,1800,8,4.6,16.4,Local government,865,Urban,4,0,4
4180059,SOUTH RENOVO WATER SYSTEM,Clinton,Surface water,540,4,4.6,16.4,Local government,275,Urban,55,0,55
4180060,CHAPMAN TWP WATER AUTHORITY,Clinton,Surface water purchased,270,9,4.6,16.4,Local government,125,Urban,16,0,16
4180062,CRAWFORD TOWNSHIP AUTHORITY,Clinton,Surface water,600,5,4.6,16.4,Local government,242,Urban,1,0,1
4180064,ROTE MUTUAL WATER ASSOCIATION,Clinton,Groundwater under influence of surface water,481,6,4.6,16.4,Private,231,Urban,20,0,20
4180066,BOONEVILLE MUTUAL WATER ASSOC,Clinton,Ground water,87,6,4.6,16.4,Private,38,Urban,77,0,77
4180067,APPALACHIAN UTILITIES INC,Clinton,Ground water,3000,10,4.6,16.4,Private,1417,Urban,11,0,11
4180069,BALD EAGLE BOYS CAMP,Clinton,Ground water,43,3,4.6,16.4,Public/Private,7,Urban,10,1,11
4180070,CENT CLINTON CO WATER FIL AUTH,Clinton,Surface water,19261,3,4.6,16.4,Local government,1,Urban,2,0,2
4180071,EAGLE RIDGE PERSONAL CARE HOME,Clinton,Ground water,37,3,4.6,16.4,Private,4,Urban,8,0,8
4190008,SUEZ WATER PA INC BLOOMSBURG,Columbia,Surface water,24900,6,6.4,16.1,Private,5135,Urban,0,0,0
4190011,CATAWISSA MUNICIPAL WATER AUTH,Columbia,Ground water,1644,20,6.4,16.1,Local government,625,Urban,16,0,16
4190012,ORANGEVILLE MUNICIPAL WATER AU,Columbia,Ground water,500,4,6.4,16.1,Local government,150,Urban,1,0,1
4190013,PA AMERICAN WATER BERWICK,Columbia,Ground water,12880,6,6.4,16.1,Private,6255,Urban,0,0,0
4190014,BENTON MUNICIPAL WATER AUTH,Columbia,Groundwater under influence of surface water,1100,3,6.4,16.1,Local government,464,Urban,12,0,12
4190015,WONDERVIEW WATER CO,Columbia,Ground water,350,7,6.4,16.1,Private,161,Urban,29,1,30
4190016,AQUA PA MIFFLIN TOWNSHIP,Columbia,Ground water,1220,6,6.4,16.1,Private,480,Urban,1,1,2
4190017,MILLVILLE MUNICIPAL AUTHORITY,Columbia,Groundwater under influence of surface water,969,6,6.4,16.1,Local government,287,Urban,7,0,7
4190019,BROOKSIDE VILLAGE MHP,Columbia,Ground water,475,7,6.4,16.1,Private,170,Urban,61,0,61
4190020,STONY BROOK CIRCLE MHP,Columbia,Ground water,356,5,6.4,16.1,Private,185,Urban,9,3,12
4190021,MOUNTAIN VIEW ESTATES,Columbia,Ground water,80,5,6.4,16.1,Private,36,Urban,7,0,7
4190026,SIGNATURE HEALTHCARE BLOOM R&W,Columbia,Ground water,60,3,6.4,16.1,Public/Private,1,Urban,4,2,6
4190285,THE GARDENS AT ORANGEVILLE,Columbia,Ground water,118,3,6.4,16.1,Private,1,Urban,2,0,2
4190286,HELLERS MOBILE HOME PARK,Columbia,Ground water,37,6,6.4,16.1,Private,48,Urban,40,3,43
4190289,HERITAGE HILLSIDE ESTATES,Columbia,Ground water,90,3,6.4,16.1,Private,40,Urban,24,0,24
4190296,PLEASANT VIEW ESTATES,Columbia,Ground water,390,9,6.4,16.1,Private,110,Urban,91,2,93
4190298,COUNTRY TERRACE ESTATES,Columbia,Ground water,70,3,6.4,16.1,Private,58,Urban,3,0,3
4190840,SUEZ WATER PA INC COLCO IND PK,Columbia,Ground water,341,7,6.4,16.1,Private,54,Urban,0,0,0
4290003,WELLS TANNERY WATER SYS,Fulton,Ground water,95,5,3.5,12.2,Private,30,Rural,36,1,37
4290004,BELFAST TWP MUNI AUTH,Fulton,Ground water,276,3,3.5,12.2,Private,105,Rural,0,0,0
4290005,MCCONNELLSBURG BORO MUNI AUTH,Fulton,Groundwater under influence of surface water,2000,27,3.5,12.2,Local government,890,Rural,150,0,150
4310011,DUDLEY CARBON COALMONT JM AUTH,Huntingdon,Ground water,403,4,8.8,13.7,Local government,136,Rural,38,0,38
4310012,HUNTINGDON BORO WATER DEPT,Huntingdon,Surface water,13776,3,8.8,13.7,Local government,2730,Rural,1,0,1
4310014,YOUTH FORESTRY CAMP NO 3,Huntingdon,Ground water,43,3,8.8,13.7,State government,6,Rural,5,0,5
4310015,MAPLETON MUNI WATER AUTH,Huntingdon,Surface water,570,4,8.8,13.7,Local government,222,Rural,47,2,49
4310016,MT UNION MUNICIPAL AUTH,Huntingdon,Surface water,5801,12,8.8,13.7,Local government,1731,Rural,120,0,120
4310017,NEELYTON WATER COOP,Huntingdon,Ground water,57,4,8.8,13.7,Private,32,Rural,29,0,29
4310019,PETERSBURG BOR WATER AUTH,Huntingdon,Surface water,650,7,8.8,13.7,Local government,295,Rural,73,1,74
4310021,ALEXANDRIA BORO WATER AUTH,Huntingdon,Surface water,815,6,8.8,13.7,Local government,336,Rural,26,0,26
