PWS_ID,PWS_Name,County_Name,Ownership,Primary_Source,Population,Number_of_Facilities,Percent_Below_Poverty_Line,Percent_Minority,Percent_AfricanAmerican,Percent_Hispanic,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations
3390076,LEHIGH CNTY AUTH UPPER MILFORD CENTRAL DIV,Lehigh,Authority,Ground water,256,7,1.948051948,5.194805195,0,1.948051948,Local government,101,Urban,1,0,1
3390077,UPPER SAUCON TWP,Lehigh,Authority,Surface water purchased,7300,16,2.306903623,14.11483254,0.427204375,5.707450444,Local government,2065,Urban,11,0,11
3390078,LEHIGH CNTY AUTH WASHINGTON TWP,Lehigh,Authority - (Purchases),Surface water purchased,965,3,1.986183074,6.303972366,0.259067358,4.317789292,Local government,365,Rural,0,0,0
3390079,KEN MAN WATER CO,Lehigh,Private Investor Owned,Ground water,475,6,2.013422819,6.375838926,0.33557047,4.362416107,Private,217,Urban,367,0,367
3390080,LEHIGH CNTY AUTH MILL CREEK,Lehigh,Authority,Ground water,89,4,2.777777778,5.555555556,0,5.555555556,Local government,35,Urban,3,0,3
3390081,WHITEHALL TWP AUTH,Lehigh,Authority,Ground water,13063,31,5.641940692,39.1282182,5.871356955,21.45466905,Local government,2741,Urban,0,0,0
3390085,LEHIGH CNTY AUTH PINE LAKES DIV,Lehigh,Authority,Ground water,158,5,0,0,0,0,Local government,61,Rural,1,0,1
3390089,LIL WOLFE MHP,Lehigh,Mobile Home Park,Ground water,600,5,6.113537118,11.35371179,0,6.113537118,Private,271,Urban,7,0,7
3390090,GREEN ACRES MHP,Lehigh,Mobile Home Park,Ground water,1475,5,1.672862454,25.27881041,3.903345725,6.691449814,Private,590,Urban,5,0,5
3390091,WOODSIDE MHP,Lehigh,Mobile Home Park,Ground water,130,3,7.407407407,11.11111111,0,7.407407407,Private,52,Urban,5,0,5
3390093,DESALES UNIVERSITY,Lehigh,Institutional Education,Ground water,2000,6,4.395604396,13.18681319,0.366300366,5.128205128,Public/Private,42,Urban,0,0,0
3390097,HANOVER TWP,Lehigh,Municipal - (Purchases),Surface water purchased,520,4,6.692913386,22.83464567,6.692913386,7.874015748,Local government,96,Urban,8,0,8
3390111,LEHIGH CNTY AUTH UPPER MILFORD,Lehigh,Authority,Ground water,185,4,5.607476636,9.345794393,0,6.542056075,Local government,72,Urban,0,1,1
3390113,MT TREXLER MANOR,Lehigh,Institutional Health,Ground water,90,3,0,20,0,0,Private,1,Rural,9,2,11
3390115,LEHIGH CNTY AUTH NLSA MADISON NORTH DIV,Lehigh,Authority,Ground water,290,3,3.726708075,1.863354037,0.621118012,1.242236025,Private,116,Rural,0,0,0
3480006,GREEN ACRES LLC,Northampton,Mobile Home Park,Ground water,48,4,4,8,4,0,Private,26,Urban,7,1,8
3480007,DEL AIRE MHP,Northampton,Mobile Home Park,Ground water,33,4,0,10,0,0,Private,21,Urban,3,0,3
3480008,MEADOWBROOK MHP NORTHAMPTON CNTY,Northampton,Mobile Home Park,Ground water,40,4,2.777777778,8.333333333,0,2.777777778,Private,21,Urban,6,0,6
3480011,DRIFTWOOD MHP,Northampton,Mobile Home Park,Ground water,53,3,0,0,0,0,Private,30,Urban,0,0,0
3480012,SCHWEPS MHP,Northampton,Mobile Home Park,Ground water,90,4,0,25,8.333333333,8.333333333,Private,57,Urban,29,0,29
3480013,THE ORCHARD AT AIRPORT RD,Northampton,Mobile Home Park,Ground water,37,5,0,11.11111111,0,0,Private,25,Urban,2,1,3
3480015,HICKORY HILLS MHP,Northampton,Mobile Home Park,Ground water,800,6,2.073940487,1.532912534,0,1.532912534,Private,354,Urban,4,0,4
3480021,BETHLEHEM EAST ALLEN GARDENS,Northampton,Authority,Ground water,192,6,2.836879433,9.929078014,2.836879433,2.127659574,Local government,73,Rural,6,1,7
3480022,BETHLEHEM SHADY LANE SYSTEM,Northampton,Authority,Ground water,61,3,0,9.090909091,0,0,Local government,23,Rural,1,1,2
3480024,COMMUNITY UTILITIES OF PA WESTGATE SYS,Northampton,Priv Investr Owned-(Pu),Surface water purchased,2032,9,6.211435623,34.47141094,9.00863842,18.26408885,Private,760,Urban,5,1,6
3480027,LOWER SAUCON AUTH,Northampton,Authority - (Purchases),Surface water purchased,5653,14,2.667594526,7.724425887,0.301554164,5.219206681,Local government,2166,Urban,2,0,2
3480028,LEHIGH CNTY AUTH NCSA CLEARVIEW FARMS DIV,Northampton,Authority,Ground water,170,6,2.205882353,1.470588235,0,1.470588235,Local government,67,Urban,1,0,1
3480029,AQUA PA EVANWOOD,Northampton,Private Investor Owned,Ground water,60,3,2.564102564,1.282051282,0,1.282051282,Private,21,Rural,4,0,4
3480030,AQUA PA CHRISTIAN SPRINGS,Northampton,Private Investor Owned,Ground water,153,5,1.666666667,1.666666667,0,1.666666667,Private,52,Urban,5,0,5
3480032,WALNUTPORT AUTH,Northampton,Authority,Groundwater under influence of surface water,3000,16,4.170141785,5.713094245,0.333611343,4.670558799,Local government,1001,Urban,82,0,82
3480037,CEDAR GROVE MHP,Northampton,Mobile Home Park,Ground water,65,3,3.448275862,3.448275862,0,3.448275862,Private,20,Rural,8,3,11
3480038,PA AMER WATER CO BANGOR DIST,Northampton,Private Investor Owned,Surface water,9008,22,4.712569909,4.483359311,0.385073806,1.952874301,Private,3610,Urban,0,0,0
3480039,MILLERS EDGEWOOD MHP,Northampton,Mobile Home Park,Ground water,78,3,5,10,5,0,Private,38,Urban,1,0,1
3480040,SCOTTYS MANUFACTURED HOME SALES AND PARK WATER SYS,Northampton,Mobile Home Park,Ground water,67,9,1.818181818,1.818181818,0,1.818181818,Private,52,Rural,3,1,4
3480041,KELLOWS MHP,Northampton,Mobile Home Park,Ground water,30,3,0,7.692307692,0,7.692307692,Private,17,Urban,2,2,4
3480043,CROSSROADS MHP,Northampton,Mobile Home Park,Ground water,30,3,3.225806452,0,0,0,Private,17,Urban,4,0,4
3480044,ROYAL OAKS MHP,Northampton,Mobile Home Park,Ground water,85,6,0,0,0,0,Private,33,Urban,29,0,29
3480045,WHISPERING HOLLOW SOUTH MHP,Northampton,Mobile Home Park,Ground water,400,4,1.960784314,10.78431373,2.941176471,1.960784314,Private,136,Urban,3,0,3
3480046,BETHLEHEM CITY,Northampton,Auth Leases Back To Mun,Surface water,115845,24,5.885922842,31.22160504,4.785104392,20.47303163,Local government,35574,Urban,8,0,8
3480049,EAST BANGOR MUNI AUTH,Northampton,Authority,Ground water,1200,6,2.334062728,12.61852662,2.625820569,8.096280088,Local government,492,Urban,1,0,1
3480050,EASTON AREA WATER SYS,Northampton,Authority,Surface water,93400,8,5.089813526,26.83906603,7.994202634,12.01355762,Local government,31768,Urban,5,1,6
3480052,HELLERTOWN BORO AUTH,Northampton,Authority,Ground water,5800,19,4.980117402,8.274947927,0.435523575,6.779019125,Local government,2411,Urban,5,0,5
3480053,PA AMER WATER CO BERRY HOLLOW,Northampton,Private Investor Owned,Ground water,70,5,0,0,0,0,Private,28,Rural,1,2,3
3480055,PA AMER WATER CO BLUE MOUNTAIN DIV,Northampton,Private Investor Owned,Surface water,23763,30,3.021434105,8.35413618,1.872256176,3.662735646,Private,9282,Urban,0,0,0
3480056,BETHLEHEM COUNTRY SQUIRE EST,Northampton,Municipal,Ground water,87,6,2.702702703,8.108108108,2.702702703,2.702702703,Local government,32,Rural,1,0,1
3480057,NORTHAMPTON BORO MUNI AUTH,Northampton,Authority,Surface water,40000,18,3.570725949,14.81408617,2.862482786,8.14479638,Local government,14048,Urban,1,0,1
3480058,WHISPERING HOLLOW NORTH MHP,Northampton,Mobile Home Park,Ground water,240,6,2.097902098,3.496503497,0,2.797202797,Private,79,Urban,3,0,3
3480059,PORTLAND BORO AUTH,Northampton,Authority,Ground water,1100,10,2.090843547,13.48233598,2.883922134,9.012256669,Local government,410,Rural,2,1,3
3480063,WALNUTPORT MHP,Northampton,Mobile Home Park,Ground water,150,4,2.631578947,4.605263158,1.973684211,2.631578947,Private,99,Urban,5,0,5
3480066,BATH  BORO MUNI AUTH,Northampton,Authority,Ground water,2680,14,6.195309765,14.52572629,3.95519776,7.385369268,Local government,1412,Urban,2,0,2
3480072,GAP VIEW MHP,Northampton,Mobile Home Park,Ground water,72,5,3.03030303,6.060606061,3.03030303,3.03030303,Private,38,Rural,7,0,7
3480075,MOUNTAIN VIEW MHP,Northampton,Mobile Home Park,Ground water,335,4,1.992031873,4.780876494,2.390438247,2.390438247,Private,189,Urban,4,0,4
3480076,EVERGREEN VILLAGE MHP,Northampton,Mobile Home Park,Ground water,316,6,4.744525547,13.50364964,0,6.204379562,Private,160,Rural,5,5,10
3480079,BETHLEHEM WIL MAR MANOR,Northampton,Authority,Ground water,90,4,4.444444444,8.888888889,2.222222222,2.222222222,Local government,29,Rural,5,1,6
3480080,LEHIGH TWP MUNI AUTH,Northampton,Authority,Ground water,260,6,3.267973856,4.466230937,0.980392157,2.723311547,Local government,102,Urban,1,0,1
3480082,TUSCARORA VILLAGE PROP OWNERS ASSN,Northampton,Association - Co-Op,Ground water,225,3,5.084745763,13.55932203,0,6.779661017,Private,70,Rural,2,0,2
3480089,HERITAGE VILLAGE WATER CO,Northampton,Private Investor Owned,Ground water,400,5,3.968253968,3.968253968,0,2.777777778,Private,156,Urban,13,0,13
3480814,BETHLEHEM 512 SYS,Northampton,Authority - (Purchases),Ground water purchased,725,3,3.551609323,9.211986681,2.44173141,1.886792453,Local government,15,Urban,3,0,3
3540003,GREEN VALLEY NURSING & REHAB,Schuylkill,Institutional Health,Ground water,48,3,0,0,0,0,Private,1,Rural,2,0,2
3540011,MAHANOY TWP AUTH,Schuylkill,Authority,Surface water,7300,13,7.225107248,20.43350643,7.315421088,11.17633777,Local government,2963,Urban,1,0,1
3540012,TAMAQUA AREA MUNI WATER AUTH,Schuylkill,Auth Leases Back To Mun,Surface water,8000,6,6.142313717,5.113000671,0.145446409,4.497650481,Local government,3591,Rural,7,0,7
3540014,KLINE TWP MUNI AUTH,Schuylkill,Authority,Ground water,6700,10,5.040262452,6.024455711,0.029824038,5.72621533,Private,2008,Urban,9,1,10
3540015,AUBURN MUNI AUTH,Schuylkill,Municipal,Surface water,920,4,2.328042328,4.656084656,0.105820106,4.126984127,Local government,327,Rural,1,0,1
3540017,BLYTHE TWP MUNI AUTH,Schuylkill,Authority,Surface water,7100,10,3.66927593,2.201565558,0.097847358,1.125244618,Local government,2550,Rural,3,0,3
3540021,MOREA CITIZENS WATER CO,Schuylkill,Municipal,Ground water,225,5,3.720930233,44.18604651,32.09302326,8.837209302,Private,102,Urban,3,0,3
3540023,SUEZ WATER PA NUREMBERG,Schuylkill,Private Investor Owned,Ground water,340,7,3.458213256,4.610951009,0.288184438,3.746397695,Private,152,Rural,0,0,0
3540024,ORWIGSBURG MUNI WATERWORKS,Schuylkill,Municipal,Ground water,3000,6,2.785782901,7.012487992,0.960614793,0.576368876,Local government,1200,Urban,3,0,3
3540025,PORT CLINTON WATER ASSN,Schuylkill,Association - Co-Op,Ground water,240,3,2.75862069,4.827586207,0.689655172,2.75862069,Private,62,Urban,5,2,7
3540026,MOUNTAIN WATER AUTH OF JOLIETT,Schuylkill,Authority,Ground water,495,5,3.053435115,3.435114504,0,2.290076336,Local government,175,Rural,3,0,3
3540027,MARY D COMM ASSN,Schuylkill,Association - Co-Op,Surface water,175,5,4.87804878,2.43902439,0,1.62601626,Private,150,Rural,14,1,15
3540030,ASHLAND BORO WATER DEPT,Schuylkill,Auth Leases Back To Mun,Surface water,4200,6,7.237813885,4.903988183,2.067946824,2.097488922,Local government,4659,Urban,6,0,6
3540032,PA AMER WATER CO FRACKVILLE DIST,Schuylkill,Private Investor Owned,Ground water,5583,11,6.303177635,6.615731898,1.267581177,2.934537246,Private,2410,Urban,0,0,0
3540035,MINERSVILLE MUNI WATER AUTH,Schuylkill,Authority,Surface water,7275,5,5.808929429,4.800768123,0.208033285,2.224355897,Local government,3237,Rural,4,0,4
3540036,DEER LAKE CITIZENS ASSN,Schuylkill,Association - Co-Op,Ground water,380,8,2.919708029,5.109489051,0.729927007,2.919708029,Private,181,Urban,8,3,11
3540037,PINE GROVE BORO MUNI WATERWORKS,Schuylkill,Municipal,Ground water,2862,15,4.611260054,7.506702413,1.501340483,5.576407507,Local government,1500,Urban,3,2,5
3540038,SCHUYLKILL CNTY MUNI AUTH,Schuylkill,Authority,Surface water,31850,18,6.346105141,9.005390933,3.281594848,2.644813488,Local government,10473,Rural,4,0,4
3540039,RINGTOWN BORO MUNI AUTH,Schuylkill,Authority,Ground water,823,6,2.598566308,4.838709677,0.448028674,3.315412186,Local government,365,Rural,1,0,1
3540040,MELANIE MANOR MHP,Schuylkill,Mobile Home Park,Ground water,110,4,2.985074627,4.47761194,0,2.985074627,Private,48,Rural,50,1,51
3540041,SCHUYLKILL HAVEN BORO,Schuylkill,Municipal,Surface water,6000,8,5.195274831,2.844744455,0.180810029,1.591128255,Local government,2900,Urban,4,0,4
3540042,PINE TERRACE MHP,Schuylkill,Mobile Home Park,Ground water,50,3,5.555555556,0,0,0,Private,24,Rural,25,0,25
3540043,FRIEDEN ASSN MHP,Schuylkill,Mobile Home Park,Ground water,350,11,4.395604396,1.465201465,0,1.098901099,Private,181,Urban,23,1,24
3540044,SHENANDOAH MUNI WATER AUTH,Schuylkill,Auth Leases Back To Mun,Surface water,9500,10,10.61452514,19.72644962,3.544596417,14.77557311,Local government,4442,Urban,5,8,13
3540045,TOWER CITY BORO AUTH,Schuylkill,Authority,Ground water,3150,12,2.932375823,3.590664273,0,2.274087373,Local government,1278,Rural,0,0,0
3540046,SCHUYLKILL CNTY MUNI AUTH TREMONT DIV,Schuylkill,Authority,Ground water,2515,6,3.914835165,2.884615385,0.068681319,1.03021978,Local government,665,Rural,0,0,0
3540047,HEGINS HUBLEY AUTH,Schuylkill,Authority,Ground water,3870,13,1.288981289,1.496881497,0,0.291060291,Local government,1320,Rural,1,1,2
3540049,PLUM CREEK MUNI AUTH,Schuylkill,Authority,Ground water,3100,15,3.013833992,3.507905138,0.049407115,3.013833992,Local government,1200,Urban,14,0,14
3540053,PA AMER WATER CO WILDCAT PARK,Schuylkill,Private Investor Owned,Ground water,63,4,0,0,0,0,Private,26,Rural,0,0,0
3540054,SCHUYLKILL CNTY MUNI AUTH PINEBROOK,Schuylkill,Authority,Ground water,735,4,2.521008403,4.831932773,0.630252101,2.941176471,Private,170,Urban,0,0,0
3540058,RETREAT VLG,Schuylkill,Association - Co-Op,Ground water,80,3,0,0,0,0,Private,33,Rural,18,0,18
3540061,THE PINES AT WEST PENN,Schuylkill,Mobile Home Park,Ground water,416,4,2.564102564,1.098901099,0,0.366300366,Private,345,Rural,1,0,1
3540062,PINE GROVE TWP AUTH,Schuylkill,Private Investor Owned,Ground water,260,6,3.867403315,1.104972376,0,0,Local government,130,Urban,44,1,45
3540069,AQUA PA PINES PARTNERS,Schuylkill,Private Investor Owned,Ground water,65,4,3.448275862,5.172413793,0,3.448275862,Private,25,Urban,2,1,3
3540070,AQUA PA EAGLE ROCK,Schuylkill,Private Investor Owned,Ground water,956,16,3.797468354,5.379746835,0.316455696,4.113924051,Private,956,Rural,3,0,3
3540071,AQUA PA ONEIDA,Schuylkill,Private Investor Owned,Ground water,568,8,2.409638554,4.819277108,0.602409639,3.614457831,Private,181,Rural,2,0,2
3540072,PA AMER WATER CO LAUREL RIDGE DIST,Schuylkill,Priv Investr Owned-(Pu),Surface water purchased,105,2,6.060606061,3.03030303,0,0,Private,36,Urban,0,0,0
3540073,T & T MHP,Schuylkill,Mobile Home Park,Ground water,40,6,3.125,4.6875,1.5625,1.5625,Private,24,Rural,20,0,20
4050001,BLUE KNOB WATER CO,Bedford,Private Investor Owned,Ground water,300,4,2.040816327,2.040816327,0,0,Private,255,Rural,6,0,6
4050002,BEDFORD BORO WATER AUTH,Bedford,Authority,Surface water,5127,6,5.202735711,4.127992184,0.586223742,1.758671226,Local government,1858,Urban,6,1,7
4050003,HYNDMAN BORO WATER DEPT,Bedford,Municipal,Surface water,1005,4,2.553191489,2.553191489,0,0.957446809,Local government,406,Rural,0,0,0
4050004,BROOKWOOD COUNTRYSIDE COMM,Bedford,Mobile Home Park,Ground water,200,4,9.090909091,9.090909091,0,0,Private,48,Rural,8,2,10
4050005,COUNTRYSIDE ACRES,Bedford,Mobile Home Park,Ground water,50,5,0,0,0,0,Private,27,Rural,60,0,60
4050007,CRESTVIEW MHP,Bedford,Mobile Home Park,Ground water,55,6,0,0,0,0,Private,23,Rural,18,0,18
4050008,BRUSH CREEK COUNTRY ESTS,Bedford,Mobile Home Park,Ground water,98,3,5,5,0,0,Private,38,Rural,33,0,33
4050009,HILLSIDE TERRACE MHP,Bedford,Mobile Home Park,Ground water,240,4,4.761904762,2.380952381,0.793650794,0,Private,80,Rural,10,3,13
4050012,EVERETT MUNI AUTH,Bedford,Authority,Ground water,2048,8,6.864564007,1.607915894,0.742115028,0.680272109,Local government,950,Urban,4,0,4
4050020,WEST ST CLAIR PLEASANTVILLE WATER AUTH,Bedford,Authority,Ground water,685,3,4.552845528,2.113821138,0.81300813,0,Local government,7,Rural,7,1,8
4050021,SAXTON BORO MUNI AUTH,Bedford,Auth Leases Back To Mun,Surface water,1500,5,2.299762094,2.220459952,0.079302141,1.110229976,Local government,702,Rural,11,0,11
4050023,WOODBURY WATER AUTH,Bedford,Authority,Ground water,295,11,2.33463035,2.33463035,0,1.167315175,Private,215,Rural,31,0,31
4050025,COALDALE SIX MILE RUN WATER,Bedford,Association - Co-Op,Groundwater under influence of surface water,320,6,3.738317757,4.672897196,0.934579439,0.934579439,Local government,128,Rural,32,0,32
4050028,EVITTS CREEK WATER CO,Bedford,Private Investor Owned,Surface water,100,3,0,0,0,0,Local government,46,Urban,32,0,32
4050029,FISHERTOWN WATER ASSN SYS,Bedford,Association - Co-Op,Ground water,800,6,4.480286738,2.150537634,0.716845878,0,Private,200,Rural,5,2,7
4050030,OSTERBURG WATER CO,Bedford,Municipal,Ground water,250,3,2.797202797,2.797202797,0,0,Private,96,Rural,63,0,63
4050032,RAINSBURG BORO,Bedford,Municipal,Ground water,225,7,1.98019802,1.98019802,0,0.99009901,Local government,67,Rural,78,0,78
4050033,NEW ENTERPRISE WATER ASSN,Bedford,Association - Co-Op,Ground water,443,8,2.661064426,1.960784314,0.280112045,0.840336134,Private,180,Rural,3,1,4
4050034,SALEMVILLE WATER ASSN,Bedford,Association (Purchases),Ground water purchased,115,9,2.247191011,2.247191011,0,1.123595506,Private,50,Rural,1,0,1
4050035,WATERSIDE LOYSBURG WATER,Bedford,Association - Co-Op,Ground water,1700,10,2.767527675,2.029520295,0.36900369,0.73800738,Local government,170,Rural,10,0,10
4050036,ST CLAIRSVILLE AREA WATER CO,Bedford,Association - Co-Op,Groundwater under influence of surface water,392,8,4.326923077,1.923076923,0.961538462,0,Private,114,Rural,15,0,15
4050037,BEDFORD TWP MUNI AUTH,Bedford,Authority,Ground water,1125,12,4.985955056,5.266853933,1.755617978,2.457865169,Local government,182,Rural,0,0,0
4050038,SNAKE SPRING TWP MUNI AUTH,Bedford,Authority,Ground water,750,4,1.849836779,1.958650707,0.108813928,1.305767138,Local government,100,Rural,5,0,5
4070009,BELLWOOD BORO,Blair,Municipal - (Purchases),Surface water purchased,3162,2,3.73543523,3.084304318,0.411240576,1.405071967,Local government,1270,Rural,6,0,6
4070011,BLAIR TWP WATER AND SEWER AUTH,Blair,Authority - (Purchases),Surface water purchased,2550,2,3.143585387,6.032285472,1.614273577,0.169923534,Local government,800,Urban,0,0,0
4070012,DUNCANSVILLE WATER SYS,Blair,Auth Leases Back To Mun,Ground water,2350,3,4.068396226,4.658018868,1.061320755,0.058962264,Local government,720,Urban,0,0,0
4070013,GREENDOWN ACRES MHP,Blair,Mobile Home Park,Ground water,250,5,3.846153846,5.769230769,1.923076923,0,Private,95,Urban,3,0,3
4070016,BLAIR MHP,Blair,Mobile Home Park,Ground water,185,4,4.87804878,2.43902439,0,2.43902439,Private,67,Urban,170,0,170
4070017,HOLLIDAYSBURG BORO AUTH,Blair,Authority - (Purchases),Surface water purchased,8523,2,3.091732729,5.447338618,0.260475651,3.103057758,Local government,2673,Urban,1,1,2
4070019,ROARING SPRING MUNI AUTH,Blair,Auth Leases Back To Mun,Ground water,3182,3,4.540207772,3.462870335,0.808003078,0.692574067,Local government,1035,Urban,15,0,15
4070021,TYRONE BORO WATER DEPT,Blair,Auth Leases Back To Mun,Surface water,6500,6,6.242350061,1.517747858,0.269277846,0.905752754,Local government,2450,Urban,4,0,4
4070022,WILLIAMSBURG BORO WATER DEPT,Blair,Authority,Ground water,1800,5,3.37576093,2.822357499,1.217487548,0.88544549,Local government,912,Rural,29,1,30
4070023,ALTOONA CITY AUTH,Blair,Auth Leases Back To Mun,Surface water,62500,33,6.179122479,6.207068998,2.341624134,1.18993337,Local government,23034,Urban,45,1,46
4070025,BELLEMEADE CIVIC ASSN INC,Blair,Association - Co-Op,Surface water,340,3,3.25203252,1.62601626,0.81300813,0,Private,125,Urban,6,0,6
4070026,HENRIETTA MUTUAL WATER CO,Blair,Association - Co-Op,Ground water,165,4,1.923076923,1.923076923,0,0,Private,67,Rural,1,0,1
4070030,MARTINSBURG MUNI AUTH,Blair,Authority,Ground water,3160,8,2.790014684,1.725403818,0.954478708,0.110132159,Local government,1220,Urban,1,0,1
4070031,FREDERICKSBURG WATER ASSN,Blair,Association - Co-Op,Ground water,300,6,2.546296296,1.62037037,0.925925926,0,Private,105,Rural,0,0,0
4070033,EAST SHARPSBURG WATER ASSN,Blair,Association - Co-Op,Ground water,95,6,5.825242718,2.912621359,0.970873786,1.941747573,Private,47,Rural,0,0,0
4070034,FREEDOM TWP AUTH WATER & SEW AUTH,Blair,Authority - (Purchases),Surface water purchased,1400,2,4.33460076,4.63878327,1.216730038,0.836501901,Local government,325,Urban,1,0,1
4070045,HILLCREST COMMUNITIES,Blair,Mobile Home Park,Ground water,350,9,3.448275862,6.896551724,3.448275862,3.448275862,Private,98,Urban,133,0,133
4070047,SPROUL WATER ASSN,Blair,Association - Co-Op,Ground water,180,3,4.838709677,3.225806452,1.612903226,0,Private,65,Urban,54,0,54
4070050,APPLE BLOSSOM MHP,Blair,Mobile Home Park,Ground water,31,3,0,0,0,0,Private,25,Urban,31,0,31
4070053,BELLMEAD TOWNHOUSES,Blair,Apartments,Groundwater under influence of surface water,90,3,0,0,0,0,Private,58,Urban,8,9,17
